Permutation,Subject,SegDur,Accuracy
30,1,20,0.0249283525443035
31,1,20,0.0296870371382661
32,1,20,0.0287941728950921
33,1,20,0.0298940332480134
34,1,20,0.0237601224276634
35,1,20,0.0300418724692013
36,1,20,0.0219971370533331
37,1,20,0.0249256479381811
38,1,20,0.023122779782398
39,1,20,0.0255969517894402
40,1,20,0.0243794481317471
41,1,20,0.0362854117850812
42,1,20,0.0228102124051316
43,1,20,0.0310583639250488
44,1,20,0.0285112770314446
45,1,20,0.0269461219501581
46,1,20,0.032457945507126
47,1,20,0.0222225310986517
48,1,20,0.0306153053180252
49,1,20,0.0214115769189993
50,1,20,0.025477967329622
51,1,20,0.0310542446619788
52,1,20,0.027842298606349
53,1,20,0.0290652980544074
54,1,20,0.0280408820948726
55,1,20,0.0283787220530175
56,1,20,0.0294846691725434
57,1,20,0.0295456905002923
58,1,20,0.0275021683230305
59,1,20,0.0233972779385375
60,1,20,0.029784467099937
61,1,20,0.0278166737482994
62,1,20,0.0179968411626992
63,1,20,0.0357043291126533
64,1,20,0.0287675961144571
65,1,20,0.0296326401519303
66,1,20,0.0205128136080275
67,1,20,0.0140123655504884
68,1,20,0.0242939957883254
69,1,20,0.0295999274884805
70,1,20,0.0276956159735241
71,1,20,0.0279193151260354
72,1,20,0.0303037553896096
73,1,20,0.0325322522957194
74,1,20,0.0247810082730221
75,1,20,0.0255454757147177
76,1,20,0.0275398127478185
77,1,20,0.0316088151579855
78,1,20,0.0361336470822842
79,1,20,0.0290543283735836
80,1,20,0.0124930777550967
81,1,20,0.0293754801795981
82,1,20,0.021275265868771
83,1,20,0.0227993955511375
84,1,20,0.0232719379539842
85,1,20,0.028539210958404
86,1,20,0.0315904748620129
87,1,20,0.027939274803572
88,1,20,0.0279286104587039
89,1,20,0.0289509083357908
90,1,20,0.0221136160565184
91,1,20,0.0304261970686721
92,1,20,0.0282653162477659
93,1,20,0.0268401844971777
94,1,20,0.0308391064808034
95,1,20,0.0269140312655218
96,1,20,0.0217736240218841
97,1,20,0.020647073423318
98,1,20,0.030727595077435
99,1,20,0.0309317220913361
100,1,20,0.0299718817085706
1,1,30,0.0337509576487356
2,1,30,0.0278959168894268
3,1,30,0.0243280647924878
4,1,30,0.0311695088809127
5,1,30,0.0261686427578713
6,1,30,0.0297353443446644
7,1,30,0.029002225496085
8,1,30,0.025697898868193
9,1,30,0.0314721931525267
10,1,30,0.0256141395022081
11,1,30,0.0321631238920063
12,1,30,0.027712650729164
13,1,30,0.0216893363106973
14,1,30,0.032425784515243
15,1,30,0.0358523834880371
16,1,30,0.0328617337509686
17,1,30,0.0323593865928163
18,1,30,0.0252813759324079
19,1,30,0.0301058743712412
20,1,30,0.0277867285304711
21,1,30,0.0248777485204099
22,1,30,0.0279631020234216
23,1,30,0.0298928608803392
24,1,30,0.0257108958162985
25,1,30,0.0261937980633831
26,1,30,0.0312619962614328
27,1,30,0.0245193484412118
28,1,30,0.0230526724154136
29,1,30,0.0305443018877297
30,1,30,0.0293772852722986
31,1,30,0.0255959952507031
32,1,30,0.0328328880892447
33,1,30,0.0261737982761477
34,1,30,0.032372203325114
35,1,30,0.0209462328111033
36,1,30,0.0237997849366939
37,1,30,0.0332522650751973
38,1,30,0.0210803915272727
39,1,30,0.0306999202472336
40,1,30,0.0370255939201437
41,1,30,0.0280494100232797
42,1,30,0.0232533286843908
43,1,30,0.0245273806851623
44,1,30,0.0270182140397571
45,1,30,0.025285088096001
46,1,30,0.0296390143254795
47,1,30,0.0287927366975948
48,1,30,0.0280046561020279
49,1,30,0.0175304225778857
50,1,30,0.032592074518085
51,1,30,0.0337004462260795
52,1,30,0.0252892914170169
53,1,30,0.0241556414274806
54,1,30,0.0324420262319238
55,1,30,0.0331907215945032
56,1,30,0.028869501752449
57,1,30,0.0258121623881767
58,1,30,0.0317110279633386
59,1,30,0.0234292997621782
60,1,30,0.0322428785792046
61,1,30,0.0234894742939999
62,1,30,0.0316013791184193
63,1,30,0.0304119238829004
64,1,30,0.0229209430222903
65,1,30,0.0269375148005778
66,1,30,0.0342162502680986
67,1,30,0.0259839080755226
68,1,30,0.0376146142360316
69,1,30,0.028749919464226
70,1,30,0.0239749188067386
71,1,30,0.0249942300146222
72,1,30,0.0209384336433161
73,1,30,0.0340523499448515
74,1,30,0.0287909244173414
75,1,30,0.0245636510551242
76,1,30,0.0278188351139732
77,1,30,0.0316896809687107
78,1,30,0.0248212891692773
79,1,30,0.030053951451347
80,1,30,0.0381976612068061
81,1,30,0.0250351729154411
82,1,30,0.0264912781169182
83,1,30,0.0245960092056114
84,1,30,0.0367735138162642
85,1,30,0.0232530108611702
86,1,30,0.0285293850137017
87,1,30,0.0288181020875387
88,1,30,0.0172550416780488
89,1,30,0.0298310001362143
90,1,30,0.0234153669212508
91,1,30,0.0247419894167445
92,1,30,0.0295393290263893
93,1,30,0.0244311761130497
94,1,30,0.0337040003279897
95,1,30,0.022057177157257
96,1,30,0.0321222461883936
97,1,30,0.0357282747947809
98,1,30,0.0282776443928667
99,1,30,0.0330602165515914
100,1,30,0.0369715195046217
1,1,40,0.0307016809417635
2,1,40,0.0258696261792596
3,1,40,0.0287048423975617
4,1,40,0.0304084482037365
5,1,40,0.036889358029405
6,1,40,0.0301469887586967
7,1,40,0.0333355478888181
8,1,40,0.0241282838936115
9,1,40,0.0293411995402952
10,1,40,0.0304445416307889
11,1,40,0.0278614216152704
12,1,40,0.0232255405576054
13,1,40,0.0271009038460856
14,1,40,0.0351891112396712
15,1,40,0.0232725226433428
16,1,40,0.0249419560273857
17,1,40,0.0222621609475024
18,1,40,0.0277666678442042
19,1,40,0.0302723261921571
20,1,40,0.029960372946217
21,1,40,0.0279138617359163
22,1,40,0.0335585410280472
23,1,40,0.0266977527658523
24,1,40,0.0237886454462676
25,1,40,0.030168579428002
26,1,40,0.0274753430094123
27,1,40,0.0309027868749072
28,1,40,0.0299683344201862
29,1,40,0.0320593393352219
30,1,40,0.0302428456836104
31,1,40,0.0340462354172338
32,1,40,0.0325227748544493
33,1,40,0.0271619026470961
34,1,40,0.0315288991804183
35,1,40,0.0261815164290841
36,1,40,0.0229001073998312
37,1,40,0.0252264809617428
38,1,40,0.0310432370584889
39,1,40,0.0251992932670074
40,1,40,0.023112944202481
41,1,40,0.0329789623518985
42,1,40,0.0258589306633367
43,1,40,0.027855571554891
44,1,40,0.0368418706243292
45,1,40,0.0245692467304435
46,1,40,0.0255006589444294
47,1,40,0.02177431449477
48,1,40,0.0279551670626968
49,1,40,0.0289704282814607
50,1,40,0.0284154478002389
51,1,40,0.0259066547170412
52,1,40,0.0248278259188351
53,1,40,0.0255324542445032
54,1,40,0.0201905627522524
55,1,40,0.0362799858922969
56,1,40,0.0285472210737486
57,1,40,0.0292877556745961
58,1,40,0.0370536404951387
59,1,40,0.0296903937721581
60,1,40,0.0333633205424821
61,1,40,0.035186099172074
62,1,40,0.0322795054955756
63,1,40,0.0180088987407012
64,1,40,0.0243558277300492
65,1,40,0.018527240284756
66,1,40,0.0362255001678869
67,1,40,0.0231760225090474
68,1,40,0.0231175016955197
69,1,40,0.0249417211605057
70,1,40,0.0264808919233032
71,1,40,0.0405898286098275
72,1,40,0.0334997396672677
73,1,40,0.0245606958919757
74,1,40,0.0262353066882553
75,1,40,0.0304813142434502
76,1,40,0.0340084022704602
77,1,40,0.0331194697438763
78,1,40,0.0260874455739722
79,1,40,0.0320882883933625
80,1,40,0.0221544044057906
81,1,40,0.0285534482678007
82,1,40,0.0261255419169418
83,1,40,0.0207660855622867
84,1,40,0.0239590727770197
85,1,40,0.026436058515735
86,1,40,0.026999922804501
87,1,40,0.029834783964696
88,1,40,0.0338600335835033
89,1,40,0.0343096615633063
90,1,40,0.0293565987283668
91,1,40,0.0321366904842331
92,1,40,0.024700712643255
93,1,40,0.0305257536230524
94,1,40,0.0310835407596172
95,1,40,0.0267745643222252
96,1,40,0.0292233306154415
97,1,40,0.0265194192184515
98,1,40,0.0338057421919031
99,1,40,0.0273708467764583
100,1,40,0.0263389791731505
1,1,60,0.0287499680393058
2,1,60,0.0347438757281741
3,1,60,0.0224135436834389
4,1,60,0.0292572802017072
5,1,60,0.0422946417398529
